submission_id,QUD,RT,age,both_infos,education,experiment_id,gender,ingroup_info_a,languages,option1,option2,question,response,startDate,startTime,trial_name,trial_number
3063,NA,NA,60,true,Universitärer Abschluss,283,Männlich,true,Deutsch,NA,NA,NA,5,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,dilemma_decision1,4
3063,NA,NA,60,true,Universitärer Abschluss,283,Männlich,true,Deutsch,NA,NA,NA,1,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,dilemma_decision1,5
3063,NA,NA,60,true,Universitärer Abschluss,283,Männlich,false,Deutsch,NA,NA,NA,next,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,dilemma_decision2,1
3063,NA,NA,60,true,Universitärer Abschluss,283,Männlich,false,Deutsch,NA,NA,NA,next,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,dilemma_decision2,2
3063,NA,NA,60,true,Universitärer Abschluss,283,Männlich,false,Deutsch,NA,NA,NA,next,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,dilemma_decision2,3
3063,NA,NA,60,true,Universitärer Abschluss,283,Männlich,false,Deutsch,NA,NA,NA,1,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,dilemma_decision2,4
3063,NA,NA,60,true,Universitärer Abschluss,283,Männlich,false,Deutsch,NA,NA,NA,2,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,dilemma_decision2,5
3063,,15700,60,NA,Universitärer Abschluss,283,Männlich,NA,Deutsch,Du musstest immer so schnell wie möglich antworten.,"Es ist irrelevant, wie lange du für deine Antworten benötigt hast.",Welche dieser Behauptungen über dieses Experiment ist wahr?,"Es ist irrelevant, wie lange du für deine Antworten benötigt hast.",Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,understanding_check,1
3063,,7929,60,NA,Universitärer Abschluss,283,Männlich,NA,Deutsch,Anfangs wurden dir mehrere Themen zur Auswahl gestellt.,Du konntest dir ein Dilemma aussuchen.,Welche dieser Behauptungen über dieses Experiment ist wahr?,Anfangs wurden dir mehrere Themen zur Auswahl gestellt.,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,understanding_check,2
3063,,10037,60,NA,Universitärer Abschluss,283,Männlich,NA,Deutsch,Für die Durchführung dieses Experiments erhälst du eine Aufwandsentschädigung oder VP Stunden.,"Wir können dir leider keine Aufwandsentschädigung oder VP Stunden anbieten, sind dir aber sehr dankbar.",Welche dieser Behauptungen über dieses Experiment ist wahr?,"Wir können dir leider keine Aufwandsentschädigung oder VP Stunden anbieten, sind dir aber sehr dankbar.",Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,understanding_check,3
3063,NA,NA,60,NA,Universitärer Abschluss,283,Männlich,NA,Deutsch,NA,NA,NA,2,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,group_ident,1
3063,NA,NA,60,NA,Universitärer Abschluss,283,Männlich,NA,Deutsch,NA,NA,NA,-2,Fri Aug 27 2021 10:51:35 GMT+0200 (Mitteleuropäische Sommerzeit),1630054295391,group_ident,2
3043,NA,NA,22,NA,Abitur,283,Männlich,NA,Deutsch,NA,NA,NA,2,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,topic_choice,1
3043,NA,NA,22,NA,Abitur,283,Männlich,NA,Deutsch,NA,NA,NA,-5,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,statement_rating,1
3043,NA,NA,22,false,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision2,1
3043,NA,NA,22,false,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision2,2
3043,NA,NA,22,false,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision2,3
3043,NA,NA,22,false,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,3,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision2,4
3043,NA,NA,22,false,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,-1,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision2,5
3043,NA,NA,22,false,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision1,1
3043,NA,NA,22,false,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision1,2
3043,NA,NA,22,false,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision1,3
3043,NA,NA,22,false,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,2,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision1,4
3043,NA,NA,22,false,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,2,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,dilemma_decision1,5
3043,,14154,22,NA,Abitur,283,Männlich,NA,Deutsch,Du musstest immer so schnell wie möglich antworten.,"Es ist irrelevant, wie lange du für deine Antworten benötigt hast.",Welche dieser Behauptungen über dieses Experiment ist wahr?,Du musstest immer so schnell wie möglich antworten.,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,understanding_check,1
3043,,15013,22,NA,Abitur,283,Männlich,NA,Deutsch,Anfangs wurden dir mehrere Themen zur Auswahl gestellt.,Du konntest dir ein Dilemma aussuchen.,Welche dieser Behauptungen über dieses Experiment ist wahr?,Anfangs wurden dir mehrere Themen zur Auswahl gestellt.,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,understanding_check,2
3043,,9708,22,NA,Abitur,283,Männlich,NA,Deutsch,Für die Durchführung dieses Experiments erhälst du eine Aufwandsentschädigung oder VP Stunden.,"Wir können dir leider keine Aufwandsentschädigung oder VP Stunden anbieten, sind dir aber sehr dankbar.",Welche dieser Behauptungen über dieses Experiment ist wahr?,"Wir können dir leider keine Aufwandsentschädigung oder VP Stunden anbieten, sind dir aber sehr dankbar.",Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,understanding_check,3
3043,NA,NA,22,NA,Abitur,283,Männlich,NA,Deutsch,NA,NA,NA,-3,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,group_ident,1
3043,NA,NA,22,NA,Abitur,283,Männlich,NA,Deutsch,NA,NA,NA,-3,Thu Aug 26 2021 20:21:42 GMT+0200 (CEST),1630002102969,group_ident,2
3030,NA,NA,21,NA,Abitur,283,Männlich,NA,Andere,NA,NA,NA,0,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,topic_choice,1
3030,NA,NA,21,NA,Abitur,283,Männlich,NA,Andere,NA,NA,NA,0,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,statement_rating,1
3030,NA,NA,21,true,Abitur,283,Männlich,true,Andere,NA,NA,NA,next,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision1,1
3030,NA,NA,21,true,Abitur,283,Männlich,true,Andere,NA,NA,NA,next,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision1,2
3030,NA,NA,21,true,Abitur,283,Männlich,true,Andere,NA,NA,NA,next,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision1,3
3030,NA,NA,21,true,Abitur,283,Männlich,true,Andere,NA,NA,NA,4,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision1,4
3030,NA,NA,21,true,Abitur,283,Männlich,true,Andere,NA,NA,NA,-2,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision1,5
3030,NA,NA,21,true,Abitur,283,Männlich,false,Andere,NA,NA,NA,next,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision2,1
3030,NA,NA,21,true,Abitur,283,Männlich,false,Andere,NA,NA,NA,next,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision2,2
3030,NA,NA,21,true,Abitur,283,Männlich,false,Andere,NA,NA,NA,next,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision2,3
3030,NA,NA,21,true,Abitur,283,Männlich,false,Andere,NA,NA,NA,5,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision2,4
3030,NA,NA,21,true,Abitur,283,Männlich,false,Andere,NA,NA,NA,-1,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,dilemma_decision2,5
3030,,10655,21,NA,Abitur,283,Männlich,NA,Andere,Du musstest immer so schnell wie möglich antworten.,"Es ist irrelevant, wie lange du für deine Antworten benötigt hast.",Welche dieser Behauptungen über dieses Experiment ist wahr?,"Es ist irrelevant, wie lange du für deine Antworten benötigt hast.",Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,understanding_check,1
3030,,16307,21,NA,Abitur,283,Männlich,NA,Andere,Anfangs wurden dir mehrere Themen zur Auswahl gestellt.,Du konntest dir ein Dilemma aussuchen.,Welche dieser Behauptungen über dieses Experiment ist wahr?,Anfangs wurden dir mehrere Themen zur Auswahl gestellt.,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,understanding_check,2
3030,,14740,21,NA,Abitur,283,Männlich,NA,Andere,Für die Durchführung dieses Experiments erhälst du eine Aufwandsentschädigung oder VP Stunden.,"Wir können dir leider keine Aufwandsentschädigung oder VP Stunden anbieten, sind dir aber sehr dankbar.",Welche dieser Behauptungen über dieses Experiment ist wahr?,"Wir können dir leider keine Aufwandsentschädigung oder VP Stunden anbieten, sind dir aber sehr dankbar.",Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,understanding_check,3
3030,NA,NA,21,NA,Abitur,283,Männlich,NA,Andere,NA,NA,NA,-2,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,group_ident,1
3030,NA,NA,21,NA,Abitur,283,Männlich,NA,Andere,NA,NA,NA,-1,Thu Aug 26 2021 17:28:58 GMT+0200 (CEST),1629991738846,group_ident,2
2989,NA,NA,20,NA,Abitur,283,Männlich,NA,Deutsch,NA,NA,NA,4,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,topic_choice,1
2989,NA,NA,20,NA,Abitur,283,Männlich,NA,Deutsch,NA,NA,NA,-5,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,statement_rating,1
2989,NA,NA,20,true,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision1,1
2989,NA,NA,20,true,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision1,2
2989,NA,NA,20,true,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision1,3
2989,NA,NA,20,true,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,2,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision1,4
2989,NA,NA,20,true,Abitur,283,Männlich,true,Deutsch,NA,NA,NA,0,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision1,5
2989,NA,NA,20,true,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision2,1
2989,NA,NA,20,true,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision2,2
2989,NA,NA,20,true,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,next,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision2,3
2989,NA,NA,20,true,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,1,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision2,4
2989,NA,NA,20,true,Abitur,283,Männlich,false,Deutsch,NA,NA,NA,2,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,dilemma_decision2,5
2989,,10842,20,NA,Abitur,283,Männlich,NA,Deutsch,Du musstest immer so schnell wie möglich antworten.,"Es ist irrelevant, wie lange du für deine Antworten benötigt hast.",Welche dieser Behauptungen über dieses Experiment ist wahr?,Du musstest immer so schnell wie möglich antworten.,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,understanding_check,1
2989,,8358,20,NA,Abitur,283,Männlich,NA,Deutsch,Anfangs wurden dir mehrere Themen zur Auswahl gestellt.,Du konntest dir ein Dilemma aussuchen.,Welche dieser Behauptungen über dieses Experiment ist wahr?,Anfangs wurden dir mehrere Themen zur Auswahl gestellt.,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,understanding_check,2
2989,,6674,20,NA,Abitur,283,Männlich,NA,Deutsch,Für die Durchführung dieses Experiments erhälst du eine Aufwandsentschädigung oder VP Stunden.,"Wir können dir leider keine Aufwandsentschädigung oder VP Stunden anbieten, sind dir aber sehr dankbar.",Welche dieser Behauptungen über dieses Experiment ist wahr?,"Wir können dir leider keine Aufwandsentschädigung oder VP Stunden anbieten, sind dir aber sehr dankbar.",Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,understanding_check,3
2989,NA,NA,20,NA,Abitur,283,Männlich,NA,Deutsch,NA,NA,NA,-3,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,group_ident,1
2989,NA,NA,20,NA,Abitur,283,Männlich,NA,Deutsch,NA,NA,NA,2,Thu Aug 26 2021 09:14:14 GMT+0200 (Central European Summer Time),1629962054742,group_ident,2
2988,NA,NA,58,NA,Universitärer Abschluss,283,Männlich,NA,,NA,NA,NA,1,Thu Aug 26 2021 07:04:30 GMT+0200 (CEST),1629954270648,topic_choice,1
